University,Status,Target Major,Term,GRE Verbal,GRE Quantitative,GRE Writing,GRE Total,TOEFL/IELTS,UG College,UG Major,GPA,Papers,Work Exp
New York University,Admit,Information Systems,Fall 2017,166,157,4,323,114,Vasavi College of Engineering,ECE,71.23,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2019,165,154,3.5,319,7,"Thapar University, Punjab",ECE,9.22,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2018,160,150,0,310,90,"CMR Institute of Technology, Bangalore",Computer Science,71,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2016,166,154,4,320,113,"Vivekanand Education Society's Institute of Technology, Mumbai",Information Technology,8.14,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2018,165,147,3,312,91,Medicaps Institute of Technology and Management,ECE,7.8,N/A,13 Mo
New York University,Reject,Information Systems,Fall 2014,151,151,3.5,302,98,Gitam University,ECE,7.66,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2019,163,150,3,313,N/A,Pennsylvania State University,Information Technology,92,N/A,0 Mo
New York University,Admit,Information Systems,Spring 2017,161,148,4,309,103,VESIT,ECE,70,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2020,164,148,3.5,312,101,guru gobind singh indraprastha university,Information Technology,77.7,N/A,83 Mo
New York University,Admit,Information Systems,Fall 2018,162,156,3.5,318,N/A,"Datta Meghe College Of Engineering, Airoli",Computer Science,73.5,N/A,24 Mo
New York University,Admit,Information Systems,Fall 2018,165,155,N/A,320,113,Vellore Institute of Technology,Computer Science,7.9,0,17 Mo
New York University,Admit,Information Systems,Fall 2018,164,162,4.5,326,111,SIES Graduate School of Technology,Computer Science,60.1,N/A,38 Mo
New York University,Admit,Information Systems,Fall 2018,164,149,N/A,313,N/A,University College Of Engg Punjabi Uni,Computer Science,8.03,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2015,162,159,4,321,113,NMIMS Mukesh Patel School of Technology Management and Engineering,Computer Science,7,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2018,158,154,3,312,104,"Shri guru govind singh college of engineering, nanded",Chemical Engineering,7.61,N/A,19 Mo
New York University,Admit,Information Systems,Fall 2019,166,154,3,320,99,Manipal Institute of Technology,Information Technology,7.3,N/A,17 Mo
New York University,Reject,Information Systems,Spring 2018,162,148,3.5,310,95,G H Patel College Of Engineering & Technology,Computer Science,8,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2019,160,163,5,323,N/A,"Cummins College Of Engineering For Women,Pune",ECE,69.7,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2020,166,152,3.5,318,103,Manipal Institute of Technology,Computer Science,7.13,N/A,36 Mo
New York University,Reject,Information Systems,Fall 2019,162,149,3.5,311,99,The Northcap University (prev. ITM University),Computer Science,6.8,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2018,N/A,N/A,N/A,N/A,103,"YCCE, Nagpur, India",ECE,70,N/A,87 Mo
New York University,Reject,Information Systems,Fall 2015,163,157,4.5,320,108,DJ Sanghvi College of Engineering,Computer Science,66,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2019,150,163,3,313,N/A,Pennsylvania State University,Information Technology,91,N/A,0 Mo
New York University,Admit,Information Systems,Spring 2018,168,156,4,324,109,"Thapar University, Punjab",ECE,75,N/A,39 Mo
New York University,Admit,Information Systems,Fall 2018,167,148,5,315,105,Veermata Jijabai Technological Institute,Computer Science,9.56,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2016,158,151,3,309,98,Gitam University,Computer Science,6,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2014,163,152,3.5,315,109,"Vivekanand Education Society's Institute of Technology, Mumbai",Computer Science,70.06,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2017,162,158,3.5,320,112,Apeejay College of Engineering,Computer Science,57,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2015,163,157,4,320,110,University of Mumbai,ECE,70,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2018,166,154,4,320,N/A,NIT Surathkal,Information Technology,7.54,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2018,165,155,3.5,320,100,"Illinois Institute of Technology,icago",Industrial Engineering,90,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2017,170,150,4,320,104,"Thapar University, Punjab",ECE,6.56,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2019,169,157,4,326,107,"Fr. C. Rodrigues Institute Of Technology, Vashi",ECE,7.99,N/A,33 Mo
New York University,Admit,Information Systems,Fall 2013,164,161,3,325,110,IIT Bombay,Computer Science,7.56,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2018,163,141,3,304,92,Jabalpur Engineering College,Computer Science,7.2,N/A,18 Mo
New York University,Admit,Information Systems,Fall 2020,164,144,3,308,94,"B.M.S. Institute of Technology, Bangalore",Information Technology,6.97,0,6 Mo
New York University,Admit,Information Systems,Fall 2015,160,152,0,312,104,"Vivekanand Education Society's Institute of Technology, Mumbai",Information Technology,66.1,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2016,160,145,4,305,93,"Don Bosco Institute Of Technology, Kurla",ECE,58,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2017,N/A,N/A,N/A,N/A,112,Thadomal Shahani Engineering College,Computer Science,67,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2015,160,155,3,315,109,"BITS Pilani, Pilani Campus",Production Engineering,7,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2017,162,153,3.5,315,107,"Watumull Institute Of Electronics Engineering And Computer Technology, Worl",ECE,73.35,N/A,38 Mo
New York University,Admit,Information Systems,Fall 2019,156,152,4.5,308,102,University of Pune,Computer Science,62,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2016,163,144,3,307,87,Sinhgad College of Engineering,ECE,70,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2018,164,154,3.5,318,8,L.N.Gumilyov Eurasian National University,Computer Science,89.4,0,49 Mo
New York University,Reject,Information Systems,Fall 2018,153,157,4.5,310,115,Dayananda Sagar College of Engineering,Production Engineering,71.5,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2020,154,156,3.5,310,8,SSN College of Engineering,Information Technology,7.9,0,30 Mo
New York University,Admit,Information Systems,Fall 2018,155,143,3.5,298,106,Dr. A.P.J Abdul Kalam Technical University,Computer Science,72,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2018,164,144,4,308,100,Vellore Institute of Technology,Computer Science,9.23,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2016,160,151,3,311,104,Ramrao Adik Institute of Technology,ECE,71.6,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2019,160,149,3,309,103,KITS,ECE,67,N/A,45 Mo
New York University,Admit,Information Systems,Fall 2020,N/A,N/A,N/A,N/A,107,-,ECE,72,1,24 Mo
New York University,Admit,Information Systems,Fall 2019,165,152,3,317,92,IET DAVV,Instrumentation Engineering,79,N/A,19 Mo
New York University,Reject,Information Systems,Fall 2019,170,152,3.5,322,115,SRM University,Mechanical Engineering,7.5,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2018,163,148,3,311,97,Vellore Institute of Technology,Computer Science,7.7,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2019,158,150,4,308,104,Manipal Institute of Technology,Information Technology,6.5,0,30 Mo
New York University,Admit,Information Systems,Fall 2020,157,146,3.5,303,94,"Amity University Rajasthan, Jaipur",Computer Science,7.42,N/A,0 Mo
New York University,Admit,Information Systems,Spring 2018,162,144,4,306,101,Galgotias College Of Engineering and Technology,ECE,67,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2020,N/A,N/A,N/A,N/A,98,"Pillai's Institute of Information Technology, Engineering,Media Studies and",Information Technology,7.64,N/A,0 Mo
New York University,Admit,Information Systems,Spring 2019,160,148,3.5,308,N/A,BNM Institute Of Technology,Computer Science,83,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2017,162,150,4,312,101,"Guru Nanak Dev Engineering College, Ludhiana,",Computer Science,67,N/A,50 Mo
New York University,Admit,Information Systems,Spring 2020,154,144,4,298,96,DJ Sanghvi College of Engineering,Biomedical Engineering,65.45,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2017,158,155,4.5,313,112,"Watumull Institute Of Electronics Engineering And Computer Technology, Worl",Computer Science,55,0,39 Mo
New York University,Admit,Information Systems,Spring 2018,164,162,4,326,103,NIT Bhopal,ECE,8.47,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2016,163,152,4,315,110,Manipal Institute of Technology,Computer Science,7.5,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2015,160,151,0,311,100,Rajiv Gandhi Institute of Technology,Information Technology,67,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2020,163,155,3.5,318,N/A,"Jaya College of Engineering (JEC), Thiruninravur, Avadi",Computer Science,8,N/A,0 Mo
New York University,Admit,Information Systems,Fall 2019,164,145,3.5,309,7,"P.E.S. Institute of Technology, Bangalore",Computer Science,77.98,0,12 Mo
New York University,Admit,Information Systems,Fall 2018,168,155,N/A,323,107,"BITS Pilani, Pilani Campus",Information Technology,7.1,0,42 Mo
New York University,Reject,Information Systems,Fall 2016,157,149,3.5,306,103,University of Pune,Information Technology,63,N/A,0 Mo
New York University,Admit,Information Systems,Spring 2020,159,153,4.5,312,114,Pune Institute of Computer Technology,Computer Science,78,N/A,42 Mo
New York University,Admit,Information Systems,Fall 2017,161,149,3.5,310,104,"SJCE, Mysore",Information Technology,8.67,N/A,30 Mo
New York University,Admit,Information Systems,Fall 2019,165,159,N/A,324,114,"MKSSS's Cummins College Of Engineering For Women, Karvenagar",Information Technology,70,N/A,29 Mo
New York University,Reject,Information Systems,Fall 2018,158,147,3.5,305,N/A,"Smt. Kashibai Navale College Of Engineering, Vadgaon",Information Technology,8.5,N/A,0 Mo
New York University,Reject,Information Systems,Fall 2019,159,146,4,305,97,saint john,Mathematics,9.41,N/A,0 Mo
New York University,Admit,Information Systems,Spring 2020,165,153,4,318,108,Sir M. Visvesvaraya Institute Of Technology (MVIT),Computer Science,66,0,29 Mo
New York University,Reject,Information Systems,Fall 2019,164,148,3.5,312,8,Ahmedabad University,Computer Science,73,N/A,5 Mo
New York University,Admit,Information Systems,Fall 2019,164,151,4.5,315,8,"MKSSS's Cummins College Of Engineering For Women, Karvenagar",Computer Science,70.9,0,18 Mo
New York University,Admit,Information Technology,Spring 2013,166,150,4,316,108,Nirma University of Science and Technology,Information Technology,7.78,0,0 Mo
New York University,Reject,Game Development,Fall 2017,170,164,5.5,334,118,SIES Graduate School of Technology,Computer Science,7.87,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2020,164,151,3.5,315,98,Vellore Institute of Technology,Mechanical Engineering,8.63,1,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2017,164,155,3.5,319,111,"Bharati Vidyapeeth's College of Engineering, New Delhi",ECE,78,N/A,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2018,154,144,3,298,88,"P.E.S. Institute of Technology, Bangalore",Mechanical Engineering,7.86,0,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2018,166,151,4,317,110,NIT Surathkal,Mechanical Engineering,7.77,3,5 Mo
New York University,Admit,Mechanical Engineering,Fall 2019,161,156,3.5,317,108,"JSS Academy of Technical Education, Noida",Mechanical Engineering,63.56,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2020,158,149,3.5,307,100,Ramrao Adik Institute of Technology,EEE,7,0,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2018,160,158,3.5,318,97,"JSPM's Imperial College Of Engineering And Research, Wagholi",Mechanical Engineering,68.67,N/A,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2018,145,167,3.5,312,101,"CSPIT,CHARUSAT",Mechanical Engineering,7.3,0,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2017,157,141,3,298,85,DKTES,Mechanical Engineering,58,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2019,165,150,3.5,315,100,"Gokhale Education Society,R.H.Sapat COE",Mechanical Engineering,7.88,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2016,162,149,3,311,100,"SKN Sinhgad Institute Of Technology & Science, Kusgaon",Mechanical Engineering,65.13,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2020,169,151,4,320,111,MIT College of Engineering,Mechanical Engineering,8,N/A,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2018,165,148,3,313,7,NIT Calicut,ECE,7.46,N/A,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2018,167,149,3,316,104,Ahmedabad Institute of Technology,Mechanical Engineering,6.95,0,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2018,163,145,4.5,308,7.5,vidya vardhaka college of engineering mysooru,Mechanical Engineering,62.34,0,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2017,168,156,3,324,N/A,SRM University,Mechanical Engineering,7.6,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2020,168,158,4,326,116,RAMDEOBABA COLLEGE OF ENGINEERING AND MANAGEMENT,Mechanical Engineering,9.23,1,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2020,162,143,3,305,88,MIT College of Engineering,Mechanical Engineering,7.13,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2018,163,148,4.5,311,110,"Sri Sairam Engineering College (SSEC), West Tambaram",Instrumentation Engineering,9.08,0,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2017,161,145,3.5,306,99,"Sri Venkateshwara College Of Engineering (SVCE), Bengalooru",Mechanical Engineering,7.5,0,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2020,153,148,3,301,93,"Lokmanya Tilak College Of Engineering, Koparkhairane",Mechanical Engineering,7.4,1,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2018,160,148,4,308,6.5,Gandhinagar Institute of Technology (GIT),Mechanical Engineering,8.8,0,17 Mo
New York University,Admit,Mechanical Engineering,Fall 2017,166,147,3.5,313,101,Symbiosis Institute Of Technology  PUNE,Mechanical Engineering,8.25,N/A,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2016,162,144,3,306,92,"Lokmanya Tilak College Of Engineering, Koparkhairane",Mechanical Engineering,62,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2020,159,153,3.5,312,94,Savitribai Phule Pune University,Mechanical Engineering,8.23,0,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2019,167,154,4,321,114,LD College of Engineering,Mechanical Engineering,8.84,N/A,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2019,169,154,4,323,7.5,Manipal Institute of Technology,Mechanical Engineering,7.43,0,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2015,170,165,0,335,114,N/A,N/A,N/A,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2017,168,146,3,314,97,G.H.PATEL COLLEGE OF ENGINEERING,Instrumentation Engineering,7.48,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Spring 2018,163,149,2.5,312,98,Singhad College Of Enginnering,Mechanical Engineering,61,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2017,164,150,3,314,103,SRM University,Mechanical Engineering,8.97,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2018,160,152,3.5,312,96,Vasavi College of Engineering,Mechanical Engineering,8.1,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2018,160,145,3.5,305,107,SRM University,Mechanical Engineering,8.7,0,5 Mo
New York University,Admit,Mechanical Engineering,Fall 2020,167,149,4,316,105,Vellore Institute of Technology,Mechanical Engineering,8.77,0,0 Mo
New York University,Admit,Mechanical Engineering,Spring 2019,163,149,3,312,93,Visvesvaraya Technological University,Mechanical Engineering,73,N/A,0 Mo
New York University,Admit,Mechanical Engineering,Fall 2014,161,145,3.5,306,98,"JSS, Noida",Mechanical Engineering,N/A,0,0 Mo
New York University,Reject,Mechanical Engineering,Fall 2016,162,144,N/A,306,92,"Lokmanya Tilak College Of Engineering, Koparkhairane, Mumbai",Mechanical Engineering,62,0,10 Mo
New York University,Admit,Mechanical Engineering,Fall 2015,170,165,N/A,335,114,"National Institute of Technology, Trichy, Tiruchirappalli",Other,7.54,0,16 Mo
New York University,Admit,Project Management,Fall 2018,N/A,N/A,N/A,N/A,7,Savitribai Phule Pune University,Microbiology,52,N/A,0 Mo
New York University,Admit,Project Management,Spring 2020,160,145,3,305,6.5,"C K Pithawala College of Engineering and Technology, Surat",Civil Engineering,75.2,N/A,0 Mo
New York University,Admit,Project Management,Spring 2020,154,145,N/A,299,97,new york university,Architecture,6.58,N/A,0 Mo
New York University,Admit,MIS,Fall 2014,162,162,4,324,108,JNTU,ENI,67,0,0 Mo
New York University,Admit,MIS,Spring 2013,162,152,N/A,314,112,"SRKNEC, Nagpur",Electronics Engineering,63,0,0 Mo
New York University,Reject,MIS,Fall 2013,155,147,3,302,95,University Of Mumbai,Computer Science,62,0,0 Mo
New York University,Admit,MIS,Fall 2012,161,167,4,328,110,University of Mumbai,Electronics Engineering,63,0,0 Mo
New York University,Admit,MIS,Fall 2013,164,152,3,316,100,Sir MVIT,Computer Science,75,0,0 Mo
New York University,Admit,MIS,Fall 2011,158,146,3,304,97,"M S Ramaiah Institute of Technology,Bangalore",Information Technology,68,0,0 Mo
New York University,Reject,MIS,Fall 2012,163,153,3,316,108,VTU,Information Science and Engineering,73,0,0 Mo
New York University,Admit,MIS,Spring 2012,161,156,4,317,112,Vishwakarma Institute of Technology,Computer Science,64,0,0 Mo
New York University,Admit,MIS,Fall 2015,164,147,4,311,103,University of Mumbai,Electronics Engineering,60,0,42 Mo
New York University,Reject,MIS,Spring 2012,155,149,N/A,304,97,LNCT,EEE,74,0,0 Mo
New York University,Reject,MIS,Fall 2014,156,158,4,314,105,KIIT University,Computer Science,7.16,0,31 Mo
New York University,Admit,MIS,Spring 2015,163,155,3,318,98,"SSN college of Engg, Anna University",EEE,8.2,0,12 Mo
New York University,Admit,MIS,Fall 2014,162,150,3.5,312,105,PES Institute of Technology,Computer Science,79.3,0,0 Mo
New York University,Admit,MIS,Fall 2014,N/A,N/A,5,N/A,112,University of Mumbai,Electronics Engineering,61,0,0 Mo
New York University,Admit,MIS,Spring 2015,165,145,3,310,N/A,University of Pune,ECE,66,2,62 Mo
New York University,Admit,MIS,Fall 2013,161,156,3.5,317,105,Nagpur University,N/A,75.5,0,0 Mo
New York University,Admit,MIS,Fall 2015,160,152,N/A,312,104,"Vivekanand Education Society's Institute Of Technology (VESIT), Chembur, M",Information Technology,66.1,1,5 Mo
New York University,Reject,MIS,Fall 2013,156,154,3,310,105,Fr. C. Rodriques Institute of Technology,Computer Science,62,0,0 Mo
New York University,Admit,MIS,Fall 2013,169,159,4.5,328,114,"BITS Pilani, Pilani Campus",Computer Science,7.63,1,4 Mo
New York University,Admit,MIS,Fall -1,166,155,3,321,108,IIITA,Information Technology,8.8,0,0 Mo
New York University,Admit,MIS,Fall 2011,166,160,4.5,326,110,University of Pune,Electronics Engineering,54,0,0 Mo
New York University,Reject,MIS,Fall 2014,163,153,4,316,103,"MPSTME, NMIMS",Information Technology,3.85,0,0 Mo
New York University,Admit,MIS,Spring 2011,161,160,4.5,321,116,Nirma Institute of Technology,ECE,7.96,0,0 Mo
New York University,Admit,MIS,Fall 2012,163,158,4,321,99,Amity University,Information Technology,7.55,0,0 Mo
New York University,Admit,MIS,Fall 2012,166,159,2.5,325,107,"TSEC, mumbai",Computer Science,61,0,0 Mo
New York University,Admit,MIS,Spring 2012,159,160,3,319,105,N/A,N/A,8.5,0,0 Mo
New York University,Reject,MIS,Fall 2015,160,155,N/A,315,109,"Birla Institute of Technology & Science (BITS Pilani), Pilani",Industrial & Production Engineering,7,0,10 Mo
New York University,Admit,MIS,Fall 2015,167,152,N/A,319,100,N/A,N/A,6.39,0,0 Mo
New York University,Reject,MIS,Fall 2015,162,159,N/A,321,113,"NMIMS Mukesh Patel School of Technology and Management, Vile Parle, Mumbai",Computer Science,7,0,16 Mo
New York University,Admit,MIS,Fall 2011,164,164,3.5,328,108,"Harcourt Butler Technological Institute, Kanpur",Computer Science,72.2,0,0 Mo
New York University,Admit,MIS,Fall 2013,162,158,4,320,105,GGSIPU,Information Technology,70.25,0,0 Mo
New York University,Reject,MIS,Fall 2011,156,155,4,311,107,Pune University of Computer Technology,Computer Science,N/A,0,0 Mo
New York University,Admit,MIS,Fall 2011,166,150,3.5,316,105,JNVU,Information Technology,69,0,0 Mo
New York University,Admit,MIS,Fall 2014,164,156,4.5,320,109,Bharati Vidyapeeth University,Electronics Engineering,63.6,0,0 Mo
New York University,Admit,MIS,Fall 2012,166,164,3.5,330,103,Vellore Insitute of Technology,Electronics and Telecommunication,8.76,0,0 Mo
New York University,Admit,MIS,Fall 2011,161,156,3.5,317,106,Galgotia college of engineering and technology II UPTU,Computer Science,72,0,0 Mo
New York University,Admit,MIS,Fall 2012,166,167,5.5,333,116,"NSIT, Delhi University",Information Technology,71.2,0,0 Mo
New York University,Admit,MIS,Spring 2012,166,156,3,322,101,Ajay Kumar Garg Engg College/UPTU,Computer Science,78.6,0,0 Mo
New York University,Reject,MIS,Fall 2012,151,163,3,314,102,University of Mumbai,Information Technology,63,0,0 Mo
New York University,Admit,MIS,Spring 2013,159,149,3,308,108,Mody Institute of Technology and Science,ECE,6.9,0,0 Mo
New York University,Admit,MIS,Fall 2014,162,148,4.5,310,N/A,Manipal Inst. of Tech.,Information Technology,7.62,0,60 Mo
New York University,Admit,MIS,Fall 2011,160,159,4,319,107,Nirma University,Computer Science,7.5,0,0 Mo
New York University,Reject,MIS,Fall 2012,157,150,3,307,104,"VTU/ M. S. Ramaiah , Bangalore",EEE,61,0,0 Mo
New York University,Admit,MIS,Fall 2012,162,147,3.5,309,100,K.J.Somaiya College of Engg,Information Technology,64,0,0 Mo
New York University,Reject,MIS,Fall 2013,161,152,3.5,313,97,University of Mumbai,EEE,64,0,0 Mo
New York University,Reject,MIS,Fall 2012,159,160,3.5,319,115,N/A,Computer Science,7.84,0,0 Mo
New York University,Admit,MIS,Fall 2011,163,163,4,326,111,"VESIT,University of mumbai",Electronics and Telecommunication,N/A,0,0 Mo
New York University,Reject,MIS,Fall -1,159,145,3.5,304,105,"MITCOE,Pune University",Information Technology,65.56,0,0 Mo
New York University,Admit,MIS,Fall 2013,166,160,4,326,110,Manipal Institute of Technology,ECE,8.49,0,0 Mo
New York University,Admit,MIS,Fall 2014,163,153,4.5,316,108,H B T I Kanpur India,Food Technology,7.3,0,0 Mo
New York University,Admit,MIS,Fall 2015,166,162,4.5,328,117,Mumbai University - Fr.Conceicao Rodrigues College of Engineering,Electronics Engineering,67,0,30 Mo
New York University,Admit,MIS,Spring 2012,159,156,3.5,315,106,University of Mumbai,Computer Science,55.6,0,0 Mo
New York University,Reject,MIS,Fall 2012,157,156,3.5,313,108,VESIT,Computer Science,69.69,0,0 Mo
New York University,Reject,MIS,Fall 2015,164,154,4,318,102,University of Mumbai,Computer Science,60,0,18 Mo
New York University,Reject,MIS,Fall 2013,160,158,4,318,111,University of Pune,Computer Science,59,0,0 Mo
New York University,Admit,MIS,Fall 2012,164,148,N/A,312,110,University of Mumbai,Information Technology,76.4,0,0 Mo
New York University,Admit,MIS,Fall 2013,168,N/A,3.5,N/A,104,Pune,Electronics and Telecommunication,55,0,0 Mo
New York University,Admit,MIS,Fall 2014,152,141,3,293,N/A,dr d.y patil institute of engineering and techonology,Electronics Engineering,55,0,0 Mo
New York University,Admit,MIS,Fall 2012,166,160,3.5,326,108,University of Pune,Computer Science,71,0,0 Mo
New York University,Admit,MIS,Fall 2011,163,158,4,321,104,"Vishwakarma Institute of Technology, Pune University",Computer Science,64.5,0,0 Mo
New York University,Reject,MIS,Fall 2013,158,149,3,307,92,Bangalore University / UVCE,Computer Science,73,0,0 Mo
New York University,Reject,MIS,Fall 2012,160,148,3,308,106,Jaypee Institute of Information Technology,Information Technology,6.1,0,0 Mo
New York University,Admit,MIS,Fall 2015,160,151,N/A,311,100,"Rajiv Gandhi Institute Of Technology (RGIT), Versova, Mumbai",Information Technology,67,0,25 Mo
New York University,Reject,MIS,Fall 2012,160,145,3,305,103,Anna University,ECE,65,0,0 Mo
New York University,Reject,MIS,Fall 2015,163,157,N/A,320,108,"DJ Sanghvi College Of Engineering, Vile Parle, Mumbai",Computer Science,66,1,0 Mo
New York University,Reject,MIS,Fall 2012,166,155,3.5,321,104,"Vidyalankar Institute Of Technology, Mumbai",Computer Science,58,0,0 Mo
New York University,Admit,MIS,Spring 2012,157,154,3.5,311,104,SSN,N/A,75,0,0 Mo
New York University,Admit,MIS,Fall -1,164,151,N/A,315,101,N/A,Computer Science,72,2,64 Mo
New York University,Reject,MIS,Fall 2012,159,152,3,311,104,University of Mumbai,Information Technology,62,0,0 Mo
New York University,Admit,MIS,Spring 2015,165,152,3.5,317,106,MNNIT Allahabad,Civil Engineering,7.1,0,0 Mo
New York University,Admit,MIS,Fall 2011,158,146,3.5,304,100,VTU (BNMIT),Computer Science,65,0,0 Mo
New York University,Admit,MIS,Fall 2012,N/A,N/A,5,N/A,100,NIT Surat,Mechanical Engineering,64,0,0 Mo
New York University,Admit,MIS,Fall -1,157,152,3.5,309,109,University of Mumbai,Information Technology,54,0,0 Mo
New York University,Admit,MIS,Fall 2012,166,160,3.5,326,113,Manipal Institute of Technology,Computer Science,7.14,0,0 Mo
New York University,Admit,MIS,Fall 2015,163,157,N/A,320,106,"IIIT, New Delhi",Computer Science,6.7,0,5 Mo
New York University,Reject,MIS,Fall 2012,164,150,4,314,107,NMIMS MPSTME,Computer Science,3.62,0,0 Mo
New York University,Admit,MIS,Fall 2014,162,160,4,322,114,University of Mumbai,Information Technology,54,0,12 Mo
New York University,Admit,MIS,Fall 2015,158,167,3,325,105,Cochin University of Science And Technology,EEE,67.5,0,57 Mo
New York University,Admit,MIS,Fall 2011,160,154,5,314,98,Rajiv Gandhi IOT,Instrumentation Engineering,60.56,0,0 Mo
New York University,Reject,MIS,Fall -1,156,158,4,314,105,N/A,Information Technology,71,0,0 Mo
New York University,Admit,Management of Technology,Fall 2020,157,161,3.5,318,8,University Visveswaraya College of Engineering,Mechanical Engineering,77.33,N/A,0 Mo
New York University,Admit,Management of Technology,Spring 2020,154,145,4.5,299,8,Heriot Watt University,Mechanical Engineering,9,N/A,53 Mo
New York University,Admit,Management of Technology,Fall 2018,167,158,4,325,105,Vellore Institute of Technology,Mechanical Engineering,9.97,N/A,0 Mo
New York University,Admit,Management of Technology,Spring 2019,165,142,4,307,7,charusat university,Mechanical Engineering,8,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,163,146,3,309,91,Apeejay College of Engineering,ECE,72,N/A,58 Mo
New York University,Admit,Management of Technology,Fall 2018,150,168,4,318,N/A,DJ Sanghvi College of Engineering,Mechanical Engineering,70,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2020,162,152,3,314,8,SRM University,Mechanical Engineering,74.59,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2020,156,155,4,311,110,Sathyabama University,Aeronautical Engineering,7.96,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2020,157,146,4,303,91,swarnandhra college of engineering and technology,Computer Science,79,N/A,36 Mo
New York University,Reject,Management of Technology,Fall 2020,165,155,3.5,320,110,"Vivekanand Education Society's Institute of Technology, Mumbai",EEE,7.27,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,162,152,N/A,314,107,"Vivekanand Education Society's Institute of Technology, Mumbai",EEE,7.65,0,0 Mo
New York University,Admit,Management of Technology,Fall 2020,159,146,4,305,94,K. J. Somaiya Institute of Engineering and IT,Information Technology,8.03,N/A,25 Mo
